Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Switzerland,CHE,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.68726366,43.68641476,43.44282399,42.767547,42.64338853,42.90161483,43.30081663,42.47460204,44.39170119,47.62511084,,,,,,,,,,,53.78486285,51.3872295,47.50386338,47.75005518,50.5470895,52.33374881,49.30547278,48.22723816,49.63196162,52.67839113,50.21944806,47.6017827,46.94210156,45.55323483,45.90857724,45.85503996,46.44785677,51.59975894,52.37939639,53.76675768,58.38525737,58.00978775,57.8361388,56.63493779,59.08278871,61.5618735,65.49666913,67.90918084,67.75160198,59.15632611,62.1005863,61.88662495,88.63739454,96.19475957,80.78657343,78.19230365,83.30161087,81.90971197,81.35370032,82.0334541,82.61761693,87.96248792
Channel Islands,CHI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.08029197,26.40069418,22.34008627,20.90615386,21.9813364,22.48367911,24.16353373,23.75521775,23.8590659,25.1041739,25.33335014,19.34929985,16.37447203,14.97363324,28.55573462,40.36883046,38.16504089,33.86833844,36.81065918,39.91066288,36.16800955,31.92709052,30.38392343,33.97530875,36.8199255,38.84112588,40.3736186,43.22544946,47.40357554,51.23188552,49.26331843,45.23085317,43.92536794,41.24324226,41.08866344,43.46259545,45.59501146,45.13297152,44.15496746,43.85014383,48.20071043,49.91954367,50.17576497,53.57116443,57.84663436,60.50118439,63.10840308,66.72003727,70.8530495,57.32891042,60.02429603,62.14870689,59.08617365,56.31341197,57.02160128,51.30916244,48.17273034,48.50579204,50.59230138,49.76905893,52.74343376,58.93991011
China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,8.739632814,7.36961795,6.960484254,6.864956981,6.632238928,6.827448789,6.729641235,6.25260428,6.221899203,5.452544491,4.95232478,4.92179641,5.756125372,8.00033002,10.33345786,9.554458628,8.836533561,8.384680123,14.10050411,16.39830745,19.9006837,22.4750156,20.28673309,18.90702459,20.60000721,22.48939981,24.55328717,30.27882158,32.90629265,32.11335819,31.98932211,35.39656872,38.77229042,44.00477496,41.92994079,38.23630844,33.56088007,33.81454486,31.4806057,32.96443335,39.15451568,38.05081596,42.21318511,51.2554459,59.04604129,62.20154048,63.96637752,61.3059685,55.79209186,43.27055041,48.85692354,48.22704019,45.32366106,43.45682824,41.0620103,35.73669964,32.80927865,33.36313096,33.26738896,32.0578644,31.69947831,34.12906067
Cote d'Ivoire,CIV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,52.72759467,58.55277855,54.0846842,52.55916861,57.65076291,55.77473102,55.17023005,54.38983738,57.13031409,57.66291865,58.88079804,54.09915475,54.45007426,62.46957163,71.07140201,59.27312062,62.80493927,62.45742407,58.83153411,54.7417162,59.95706142,58.28578033,59.86433579,57.45676315,61.41803412,70.88346293,59.06116525,54.31392116,47.27371445,50.4027164,47.87950878,45.64156456,46.86643453,41.95275131,56.04099121,61.24463699,40.66148761,40.0719052,38.72137617,40.05618686,38.42549952,38.63053301,43.61267596,42.6647111,49.48411069,56.4215452,56.55142443,53.3795232,53.62365592,53.96494197,55.12603533,52.74745593,60.31021901,57.37105638,49.40113376,46.40874825,40.1966177,41.61226245,39.44392618,39.4810848,37.73518507,41.40445258
Cameroon,CMR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,29.46893698,29.71915641,29.52836465,36.61317285,31.03070377,34.14883627,30.7832337,31.83164165,36.03547829,38.98046092,40.65262589,37.02682065,34.97408863,36.13140061,42.41186308,36.6113517,38.78416569,42.39005881,39.84685975,40.66562408,44.73698025,38.3001656,34.41101567,32.02235436,27.32517902,21.91973894,20.96641805,19.37981774,17.98781907,26.72401652,27.62600958,25.39654618,24.87620839,18.44663454,28.85723705,26.23156499,26.99769538,29.83467775,28.02230045,25.23814253,31.43874678,32.87538094,29.53954751,27.83914901,25.9372366,28.6829461,32.1656369,37.14019832,39.42609777,28.61850895,32.75833898,36.94633686,35.77840125,33.09948366,34.89751316,31.36580859,25.16979639,22.24189052,23.66297614,26.08456029,20.84455315,22.49754346
"Congo, Dem. Rep.",COD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,21.28353645,16.19828328,11.2967702,9.49593372,14.05495877,9.96562276,11.64878854,15.4843436,17.21324236,16.13533021,19.68146811,15.90771279,15.32303216,16.06050243,18.0265414,11.37990571,12.10540421,9.656181012,7.331221871,11.36814441,26.31482514,24.71721355,21.22817617,26.33847264,39.50250669,43.08522083,38.62703118,46.81774139,45.93005553,48.12753317,43.47703052,30.65214,26.50962373,16.4203208,33.03906725,43.12972709,45.67305866,36.43175326,40.59309488,29.22785343,7.805932447,22.45170131,25.35506682,32.14521335,38.53368648,42.56765035,38.72846508,38.83594497,43.96489386,39.6817453,45.44248919,46.82707989,42.31181402,38.24999212,41.77778044,44.18252646,34.15933305,47.6048122,58.72409317,42.89066866,42.66481249,61.06487539
"Congo, Rep.",COG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,66.80236526,65.27082086,66.6581633,61.54438164,61.39141217,57.48341718,52.12734355,55.60296121,53.73188691,46.78538452,32.73195044,37.87314132,39.93481247,40.03886815,60.81679324,45.36550445,52.08405116,62.07332506,64.52187229,65.65173884,87.40782939,63.05453865,81.45732461,61.41304484,82.10317737,77.9777598,74.29966022,65.36819125,67.84069445,73.86194987,57.23991999,59.56283505,55.70664637,61.43074511,89.86272508,87.05088056,113.9844455,111.6794536,104.8996939,101.1137822,91.51382177,97.86518112,97.38811849,100.1220632,94.52487483,90.96238941,100.2315892,116.387849,109.1000353,130.0895734,85.84317574,133.0979771,83.5758381,104.8237199,104.7959337,161.2496396,187.5952616,115.4772846,107.1028557,61.31601666,64.87553109,69.36884857
Colombia,COL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,24.36027622,21.80401696,20.26013708,19.7263673,18.98426906,17.21994445,21.77389643,17.28704783,20.16706494,20.03046363,21.81052211,20.65116784,19.22420755,21.62710261,25.10907495,22.5977764,23.04873842,21.99686027,25.70978969,24.2480325,25.93655449,22.30657954,21.82301204,20.56296525,20.80875977,22.04651032,25.6535813,24.64444594,25.60149745,27.11425962,25.72940528,24.5508105,23.07297858,25.50611734,24.92182072,25.92120335,24.98041653,25.22044254,25.92851512,25.79764586,24.60991322,25.58146057,25.13397818,28.49599232,28.15986617,29.11292057,31.27920055,30.50123383,31.91542735,28.2924322,27.98650631,33.1840668,32.12891636,30.93850103,31.19449546,30.58077685,27.10014908,26.60382441,27.82989105,28.53273844,27.56085984,32.24151437
Comoros,COM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,17.9060963,24.44614612,28.80293967,27.65862558,27.07133475,26.432693,20.41564119,18.96150949,20.7573617,17.86358734,16.29338719,19.33466145,19.89555581,17.8854756,20.0508037,18.57141687,15.90692991,16.73775228,16.21153783,16.73399529,16.23300024,17.96508417,16.90280918,17.73681253,16.5691938,16.97649736,17.89723707,19.10332202,20.42244554,24.85251165,27.97422378,29.61627327,28.84302925,27.32426072,26.44426456,23.9123122,24.68317861,27.10128559,23.88968534,25.43891417,24.57064169,27.93016709
Cabo Verde,CPV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,51.31922914,53.05872257,54.04223141,64.99309947,65.14210654,65.34611595,58.22150364,45.90798889,41.23974384,44.49454537,46.27048378,47.83835385,51.79737082,32.21745463,52.63408349,53.37176171,49.20523885,50.75328288,45.60168312,43.38162626,44.69358469,43.33227764,46.25245807,44.75810813,48.21932976,46.90193501,50.83195491,50.82482732,47.93150541,43.82303444,47.23804467,54.4504816,47.19229366,42.90801698,45.59388558,42.02153553,43.65581525,47.40682906,45.35975047,43.29297596,45.37187301,44.10760504
Costa Rica,CRI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,38.22555929,38.95374073,42.99003414,42.78161474,46.62920884,48.90543215,48.66325663,47.89432124,49.75179062,50.95883417,55.64411237,53.38146504,52.81640254,52.32464721,69.60509144,60.53455637,56.49611136,60.18043691,57.64631362,57.76208248,52.61363727,84.49554168,67.48199404,59.1400051,57.36958081,52.91890958,51.34664589,56.05618532,57.55607835,59.64548907,60.1923657,48.28886434,49.99974301,64.08312327,63.57525327,65.34472001,69.23022874,73.76372016,85.97471464,91.31618455,81.51926135,72.54552783,75.10787549,79.69656593,78.28336558,84.07914077,86.93607864,82.90588965,80.76165846,65.6319164,61.12280051,62.26934135,61.45031744,58.11028554,55.28832263,45.52467575,43.87138335,45.5499044,47.7153496,45.69708895,43.85758715,56.3482045
Caribbean small states,CSS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,77.0880181,79.17423792,75.83457371,76.1164944,80.70365823,78.51929171,78.16902536,75.3761021,78.90895466,83.01536431,86.46145647,95.50499375,91.45596953,99.29644478,160.9811081,162.9374311,177.5405179,158.958363,151.9342341,153.234539,187.4434839,176.6584241,138.8620886,112.1801813,103.2795992,89.43550935,92.81034078,86.74925306,77.58873131,89.74155315,63.9866718,66.15173716,61.82411903,61.28749051,59.06895799,66.25248976,64.87419036,62.27428065,56.29235805,54.08719365,60.09758763,57.41261326,53.78785124,56.86474909,60.57216066,67.44870074,73.33843241,71.0520766,78.09679642,59.92087953,59.89978861,70.86437122,66.43763227,76.5710392,66.1217345,55.91568603,51.46936453,52.99756038,57.99036821,53.23368011,49.52136884,57.6622973
Cuba,CUB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,41.4016836,32.49618231,26.14579653,32.06941443,46.53708455,58.03146563,55.39690153,61.24104481,51.93137029,50.61159949,60.67426719,59.30942579,59.92790639,61.44128147,59.81850548,60.93237766,63.85962619,51.61034957,47.69656671,47.6585747,33.8622872,22.20709213,14.03613102,11.17705331,12.09209958,14.54166465,20.86550373,22.86139324,22.18264894,20.66306896,21.32803758,20.51612252,16.6624492,17.71807071,20.80203125,24.39508485,27.47362673,27.39810832,34.33262672,22.11320876,27.55067778,29.9797072,27.02861596,25.91123555,22.18557826,17.27474091,13.77585641,12.98282929,13.85007496,11.56650037,8.321223638,
Curacao,CUW,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2572805,105.8678587,85.88973629,82.6981509,65.66455522,61.39815433,62.93410061,77.57279391,62.06627321,59.33078206,55.85986964
Cayman Islands,CYM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.35448995,24.09078092,25.35915959,22.51353473,21.5540532,23.86398926,23.28042374,23.40015013,23.47130842,22.32210777,22.01854007,22.00730082,23.36187705,24.86712951,24.22896446,26.54934911
Cyprus,CYP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,93.89388459,119.7729368,128.0467273,114.3122089,113.7567082,80.48976109,82.77858691,81.83425753,79.70878719,85.02143707,70.89333293,55.74726721,55.38739768,59.92344667,67.47040073,62.93897411,61.9042952,62.20929401,51.59104469,53.66494595,49.52113173,53.63607414,51.37299057,46.30868438,43.9611384,48.03800026,47.1152961,43.16025958,37.04461122,37.23899685,42.21139477,41.15522308,41.75851532,44.09097762,35.0428318,38.64691546,37.97108431,36.07378613,34.7771362,48.04367596,51.82531268,51.29008822,54.55680218,61.98900443,48.48811019,47.28002146,49.1237154
Czechia,CZE,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.15809533,69.48768724,77.17735823,74.14548097,79.55109877,81.12121696,84.41975882,98.77051749,102.6736759,96.29178912,100.3392255,115.9735058,112.7447034,120.3859397,126.5444264,121.9665933,105.0949642,124.1852362,137.2452729,142.8977588,144.8057761,157.269695,159.1432992,155.7694899,158.0275688,155.3799839,149.7405367,147.58071,155.4114145
Germany,DEU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,29.73288613,29.25694892,29.05755568,30.73845011,35.71249847,33.65159221,36.6678917,36.55797571,35.6809872,37.60728586,40.07846623,42.47343773,42.71916882,41.8191976,44.78720425,46.74466787,41.50003435,40.27265621,40.9489291,43.67028023,43.84481708,42.41702759,39.34472395,34.89106838,36.65740718,38.18299751,39.39329762,43.33754507,45.34301845,46.36042683,53.85095986,54.36164594,53.2173317,54.21130896,57.76206815,61.40043467,67.27847697,69.36630065,70.25507239,59.98919087,68.05776689,72.78273515,72.46558654,70.33844152,69.4611048,70.80498307,68.86979594,70.74518335,71.57963382,70.04196708,65.66921424,71.64569561
Djibouti,DJI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,63.05178968,,62.40429473,56.59502043,54.24953637,53.05883202,49.95437084,49.15718388,47.84910041,42.30314419,38.37468459,40.6878763,41.17964426,43.55706692,41.41171815,43.35751434,39.83107148,39.4165645,44.20904402,44.89003506,44.73400376,50.85360679,62.62391153,64.3575782,50.32834073,40.66943483,48.7433063,50.38293463,41.07073385,42.08284658,41.45369598,155.818417,243.9023212,244.5540195,263.3339404,179.0591824,209.331795
Dominica,DMA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,74.11775768,77.01703831,56.34544305,79.66523752,84.03628354,79.30517349,72.97406402,76.95332921,69.460756,73.24546129,75.06481529,82.98940261,82.10125503,85.88607362,74.62585951,67.50427242,57.42774392,54.09002396,57.5545392,62.95221562,61.71843485,60.17162353,58.47613732,60.5750969,51.4397692,47.71961807,48.93520616,50.65359477,56.82823415,53.29891428,55.29528614,62.63792225,52.75274517,52.85263213,50.89556983,49.79461816,47.76274714,51.13345105,45.12359674,40.26172693,40.26445295,56.23948514,55.270569,45.02049391,44.75068336
Denmark,DNK,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,45.72677635,43.578926,43.5079624,44.32074808,45.46291046,43.4251111,40.97298692,45.71986167,51.65623605,47.14090158,48.32657027,46.86212711,44.21753414,47.03533836,50.73844215,54.42176742,53.11618774,53.29230123,55.14401386,56.39132997,50.14148695,46.77079873,48.23940009,51.22800326,50.78074379,51.72502134,50.54485773,48.22982478,50.61013837,52.34670149,51.54015385,54.26776356,54.17534986,53.97066746,58.99716368,58.87866415,60.35485834,56.82863553,57.77708755,60.76440371,62.94608513,62.98786644,64.0379032,55.13518902,55.74367436,60.32706604,60.33765468,60.62469805,59.79286341,59.82692794,57.7546471,58.85293687,59.53628399,60.39271636,58.2035286,61.82525147
Dominican Republic,DOM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,41.64189841,34.09263596,38.83023905,38.05272513,39.00156387,25.10978493,32.32035776,34.11287205,37.53127606,34.94514425,37.22652306,36.06360636,37.03330985,39.70487888,49.3898896,49.5387864,40.33911173,38.25946677,35.12588712,37.86280643,47.04716549,45.07161467,32.38019208,30.17157235,25.00431258,59.76696302,54.24522263,67.22170365,85.46205537,81.61106786,73.17270869,56.01303901,57.64566569,60.12517779,57.05814052,53.79455736,53.61344812,56.06599816,58.07431435,59.53031314,62.60255421,54.89855789,51.60016779,61.19654853,61.92883771,44.7598871,49.58834349,47.21210434,47.25643453,36.83924439,41.29767453,44.63400181,44.17818209,42.3150676,40.44661324,37.02531399,35.98058342,34.83713154,36.04098387,35.37276844,34.76073749,38.84089395
Algeria,DZA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,60.87545994,57.13165425,29.22912561,53.34891885,49.15283771,41.7057406,41.58121028,40.40532215,42.7038043,45.64012573,46.59208034,41.04606514,41.34914296,47.34809376,66.02559007,65.54854792,58.32466942,62.31671525,56.41679114,54.00767681,57.68851911,57.9476193,52.92090395,47.09294041,42.98648014,39.14883395,26.7850534,22.87314495,26.23158689,34.22342121,36.50366572,44.20808994,41.28901867,38.43181425,42.41808165,48.74496287,47.59106703,46.87239372,40.69291678,44.58616086,56.94794002,53.10649834,54.2068483,52.3739978,57.97668289,64.30246337,65.00106821,65.04363429,69.45994963,61.560646,60.49727155,60.36406058,58.47344755,57.21055428,55.48897907,52.03661589,48.186586,47.76685834,50.38394449,45.26935746,40.12780391,44.58906923
East Asia & Pacific (excluding high income),EAP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,13.53559233,14.03796055,14.14150362,14.00173297,13.37498028,12.89081146,12.46788822,13.13616278,13.41757901,12.55766429,12.27941845,12.131612,13.04927681,16.76143258,22.86141082,20.32073135,21.46218703,21.5807753,27.12539607,31.28898675,35.49659456,35.82465444,34.06748365,33.45704999,33.27978301,30.67395832,31.02364697,36.84139963,41.12732291,44.22579341,46.77855638,50.06172836,51.83366251,54.27501925,54.54201904,54.38293072,49.67651382,51.50083168,51.28615394,51.48646437,58.58418901,54.63013638,56.58811528,62.57354455,69.77017168,72.69332895,72.6003898,69.05976691,64.34392042,50.01695956,54.87895723,54.74725358,51.83281993,49.78868369,47.4717906,41.96860221,39.07976805,40.40559644,40.51715172,38.77955285,38.00773506,41.24222831
Early-demographic dividend,EAR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,20.86044808,21.34918389,19.06101082,19.64584453,19.00257763,18.92881177,19.9828696,19.96758869,19.62655916,19.14599958,19.38217364,19.8684367,20.03636062,22.01616787,29.81894956,29.19371049,30.14223187,31.66998452,31.05389509,32.04699564,37.88821325,37.03735611,34.39040729,30.72336799,30.23098926,26.48968349,23.43511633,26.78165531,28.63244528,30.83468829,30.89589972,30.68410231,31.00092323,30.02954165,30.91215638,35.56176486,36.69023563,37.56582583,36.18989034,36.22831131,39.95869367,38.09097024,40.68554646,41.36078648,44.18693734,46.9031209,48.25194238,47.53372885,51.70118009,41.14774861,43.29910723,48.49919851,48.09745569,47.44360399,45.44842954,41.51300511,38.34467649,40.2337578,43.93065377,41.58770988,38.16073447,44.35629623
East Asia & Pacific,EAS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,19.98758502,20.37308971,20.07756471,20.25622746,19.82710948,19.89969601,19.69658193,19.72195981,20.08715812,20.20036064,19.87127042,20.50283508,19.8315368,22.44876589,29.29240585,26.15096776,27.83514915,26.9184616,25.57364786,29.54859072,34.96672983,34.60891402,33.82225671,32.30192532,33.90729987,32.17402857,26.56395192,27.33957763,28.07893768,29.89372263,31.30966322,30.79882721,30.89553781,30.17780728,30.91722623,32.63178516,34.8436974,37.68392907,37.19150159,35.96311327,40.20813182,39.64129905,41.83430704,45.11719154,50.16297006,54.00634434,59.02185496,60.62480461,60.87341443,48.09517482,54.03018776,55.558285,53.72856335,54.52272911,53.40316082,48.03544904,44.55434963,46.93282084,47.50019313,45.26503491,43.94410904,49.07011322
Europe & Central Asia (excluding high income),ECA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,5.642334802,10.68984701,11.20797011,10.19742489,8.48111332,8.657381616,8.574468085,7.715198864,7.2,6.873287671,8.989312977,11.35472165,12.02407471,13.27543956,14.88684954,13.71641328,13.86454082,12.8639591,10.57930969,8.206835607,34.82854134,38.64920495,44.7845354,50.34767362,56.03026598,54.79535209,49.90971611,,,,,,22.18406924,23.21157943,33.38313309,40.24343021,44.76522035,44.67523742,42.61930065,45.89102894,50.40087066,52.00523727,50.37772501,51.44100314,52.11537468,51.21846578,52.23121734,51.27370121,53.78743465,46.02966618,47.77185916,50.02078524,48.24304469,46.06764557,46.76697749,45.32005845,44.08524097,47.1571764,51.87878889,50.33393397,49.78716914,56.05434986
Europe & Central Asia,ECS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,28.86761716,28.96186007,28.20072531,28.25060332,28.52734229,28.31709868,28.76712617,28.04144117,29.21587228,30.6816879,30.99570231,30.80645936,30.79764697,33.47782706,40.11865727,36.23201675,39.06199379,39.1535815,37.73827165,39.5066738,41.4329611,42.48144152,42.23842184,42.14155992,44.95212057,45.58161668,40.09243121,39.47268973,39.5530021,41.41008366,40.05031756,38.67450145,36.43557284,36.44876371,39.96387519,42.39684626,43.23795597,45.59161838,46.26374585,48.96946243,55.21965107,54.67834075,52.92741462,52.36665871,54.2748822,56.45018824,59.81529555,60.11679983,62.11231781,53.29693822,59.38491098,63.63725179,64.12521749,63.13167904,62.20365964,61.77079471,61.55178375,64.17831445,66.03231649,65.0408165,62.77694663,68.38305794
Ecuador,ECU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,12.56363161,13.28505543,15.87397543,13.59392379,13.14530721,13.78271257,13.54294289,15.82082622,18.62766546,13.97739971,16.20958337,19.56996712,20.24490221,23.87097513,27.30609429,25.36319009,24.37327815,23.80661608,25.69091585,26.13020545,26.47426733,21.53523512,22.55912209,22.35827869,25.04654071,27.24342079,26.00210631,29.97397309,29.92670818,30.30056801,30.02766909,30.89730761,30.44062957,28.86151103,33.07106447,34.7891794,35.02284267,36.28641701,34.94759493,38.01423446,47.18524084,41.03672977,40.18712425,39.85464371,43.66841942,49.11691582,53.07887835,55.31313392,60.99156877,46.31021339,54.74918995,58.98330939,56.00483979,54.65593018,52.54293502,40.13379705,33.1426492,37.52018465,41.65504236,41.52606307,38.54624508,49.34354324
"Egypt, Arab Rep.",EGY,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,31.09928051,31.75441868,24.22627426,21.71185506,21.19717212,19.26089768,19.85066505,18.5383559,20.16134101,41.9006979,45.87274715,40.0195612,45.29607303,57.14399885,31.50288559,36.4837725,54.27790021,44.1074813,43.56357143,40.93468734,37.94281984,34.99338776,50.86067573,82.91565584,64.23636156,27.45765031,30.81483467,26.98777628,24.30084278,26.29774629,25.22305588,24.47740541,21.84185032,22.74698956,21.58620644,19.88610732,18.82512127,21.51126946,25.35607186,32.50850196,39.46510864,40.98445847,43.18072503,45.82166387,35.95510267,36.24060252,37.89614981,35.32895444,33.0051118,30.64149437,25.78373338,24.44247988,37.0040438,39.89540001,32.9654595,23.67484526,31.45645813
Euro area,EMU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.23480356,27.06803476,26.26921516,26.37120747,26.69651016,26.79001264,27.13432107,26.38506093,27.14019691,29.01279705,30.37967998,30.29833797,30.55488803,32.63743323,38.92725864,35.29080141,38.41642235,38.43841681,37.21148378,39.35840832,40.66037405,42.54933167,41.96849793,41.28638442,43.8994883,44.62258986,38.78833745,38.17204832,38.57252006,40.84271761,39.97009606,38.81586106,37.2935665,36.57923981,39.43360598,42.17678094,42.70152284,45.92484684,47.49413598,51.26454429,59.10324377,58.16438266,56.06264131,55.13341919,57.40554295,60.17634524,63.78903183,65.21187972,66.22283008,55.61679635,63.6479085,68.97459558,70.15233835,68.91396816,68.30096464,68.30535855,66.7821474,69.61892297,71.07931749,70.03043214,66.55612932,73.67732355
Eritrea,ERI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.92281063,83.5697376,106.6414265,93.42308004,93.86679898,84.77908252,71.89553263,77.07701594,71.91690098,58.74780811,80.89712258,50.5603173,44.2719649,45.61072346,41.86063057,39.68210338,44.26930576,32.36933484,42.33994713,66.82803455,54.05065795,46.28938467,69.19130092,44.89797344,53.1746521,55.95734862,70.10389745,73.45767691,59.65872879,62.52423702
Spain,ESP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,11.98628966,13.02559526,14.29496878,14.10229167,14.87548309,16.05609174,16.86915323,15.17673683,16.18399121,17.01781148,17.4054128,17.10231474,18.00366171,18.90270804,23.15006942,20.87089776,22.11173951,21.18471358,19.81697505,20.33811846,23.54201484,25.87867741,26.5121737,28.62045082,30.4114555,29.98449107,24.77428522,26.13507123,26.58014968,27.95877685,26.71786499,26.59251473,26.00853287,27.06810034,31.20442135,34.39357265,35.55367469,36.67756919,40.15326929,37.76597123,45.35605607,43.21392531,41.02846709,40.19310271,41.24705665,41.72864674,43.03502379,43.59544609,43.03644286,34.90214215,40.88535599,46.13710796,47.75147366,48.57191943,49.81650158,49.66948438,48.71302991,51.13378167,51.86147512,50.68907941,49.68892256,56.1286145
Estonia,EST,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.40236186,110.7810064,143.0422641,141.5559744,123.7816328,156.1923053,147.8100402,138.4233629,137.6238806,117.4716253,127.2720424,135.940646,118.8776608,117.0174023,97.73325174,122.3040322,147.1870798,148.4503116,138.4947507,128.9250272,119.5110931,116.8537345,116.0026492,118.0647522,109.7937961,107.4388747,121.3379538
Ethiopia,ETH,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,15.27665242,15.37428,14.91615646,16.7854403,13.98610178,15.80935222,13.49818836,14.2818698,12.26845804,11.32633357,4.909435999,9.606410607,11.16557669,20.28016781,20.44628334,21.26828285,19.79227106,26.57892329,26.03614277,21.18317083,27.52897887,26.41765796,36.89835233,35.06005672,40.30274813,40.90083444,35.95564132,36.49843679,28.62745817,36.52060056,36.83875466,35.28687471,31.5751623,33.50342288,30.37033901,25.86658773,22.97030461,21.37075978,18.03204343,15.20838247,17.90401802
European Union,EUU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.94046161,27.63014439,26.83939894,26.93431111,27.30187285,27.41243717,28.3389628,27.49290411,28.19236755,30.04568017,31.10265148,30.88893759,31.03401652,33.29719174,39.77723288,35.96242725,38.92103698,38.82697662,37.55935456,39.8469316,41.5066587,43.4040431,43.05685481,42.68649639,45.24074442,46.02268095,40.02940135,39.33104142,39.73520581,41.81689566,40.30314711,39.22168288,37.73136387,37.47260849,40.50618152,43.19104736,43.71953319,47.05300922,48.53092758,51.97515636,59.72173587,58.77359499,56.92371318,56.27814202,58.90700922,61.59687617,65.44621975,66.92090719,67.96834644,57.26617248,65.28400021,70.68318186,71.73040079,70.58205092,70.3004444,70.38050708,69.05899531,71.98038871,73.49403993,72.44953554,69.16617083,76.25711725
